"PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"ILMN_1681703",-1.56324417670589,11.6974351581176,-5.27376426287496,6.95639343947761e-06,0.00140084002866553,3.76696683888696,"FOXO3","forkhead box O3"
"ILMN_1681984",-0.5861626682353,7.45193649276471,-3.72510694632021,0.000684169841260065,0.0326277837284818,-0.490568935361212,"GALNT10","polypeptide N-acetylgalactosaminyltransferase 10"
"ILMN_1682095",-0.640293589411772,8.10801494311765,-4.02489445373917,0.000289558397517651,0.0169721588380122,0.302013887198075,"RCOR3","REST corepressor 3"
"ILMN_1682098",0.638302600647055,8.8808444672647,4.33351608143585,0.000117281469371713,0.00878182116309745,1.13884792977383,"PSMA4","proteasome 20S subunit alpha 4"
"ILMN_1682332",-1.05880895205883,12.0530461816176,-4.64156653519268,4.69074504249581e-05,0.00465367143912011,1.99001169914169,"GYPC","glycophorin C (Gerbich blood group)"
"ILMN_1682727",-1.35115522152942,9.09836361911765,-5.50241453260295,3.47196423579236e-06,0.000995780385032737,4.41441002754775,"JAZF1","JAZF zinc finger 1"
"ILMN_1682864",-0.920621358352943,9.67449099088235,-5.72907228952351,1.74244213671213e-06,0.000710841286514035,5.05652323897178,"SPSB3","splA/ryanodine receptor domain and SOCS box containing 3"
"ILMN_1683093",-2.22304360935295,10.0233681124412,-4.38413049842924,0.000100974926530348,0.0078463652679732,1.27774342982829,"GYPB","glycophorin B (MNS blood group)"
"ILMN_1683313",-0.794466715470593,9.17785079214706,-3.837180859234,0.00049726706730931,0.0251680956430786,-0.196944085556165,"ST3GAL1","ST3 beta-galactoside alpha-2,3-sialyltransferase 1"
"ILMN_1683859",-0.887335916352944,7.63649173347059,-5.00149158984416,1.58765732953605e-05,0.0022442039388885,2.99826701755435,"SLC7A1","solute carrier family 7 member 1"
"ILMN_1684051",-1.04915472329412,9.54922110382353,-5.96669907766836,8.46211883404856e-07,0.000534250248818919,5.72877323077472,"WASF2","WASP family member 2"
"ILMN_1684197",-0.646725649588242,7.1265125462647,-4.58974558540912,5.47705764950096e-05,0.00516521370456946,1.84592734726673,"GPKOW","G-patch domain and KOW motifs"
"ILMN_1684227",-0.903375168588237,7.07044683347059,-5.90642713434054,1.01623426001167e-06,0.00055938913757968,5.55842022389086,"GPR146","G protein-coupled receptor 146"
"ILMN_1684255",-1.86051865929412,10.3546786614706,-4.84573362651535,2.54057116267545e-05,0.00314731542228509,2.56052965010364,"MYL4","myosin light chain 4"
"ILMN_1684293",-0.967280332352951,11.5076501367647,-5.65068485607739,2.21160195861936e-06,0.000786914582614615,4.83449501119387,"ANP32B","acidic nuclear phosphoprotein 32 family member B"
"ILMN_1684694",-2.18443203752942,7.67892861905882,-6.00283248297651,7.58281007247955e-07,0.00052005988559413,5.83083590977703,"ANK1","ankyrin 1"
"ILMN_1685057",-1.09735772835294,8.22134329023529,-5.21503402315915,8.31393991362532e-06,0.00157376231412996,3.60087590746527,"SLC22A4","solute carrier family 22 member 4"
"ILMN_1685170",0.544929600529411,8.25389097220588,3.62007448831829,0.000920025241713744,0.0405007948963902,-0.762529244746768,"ANXA11","annexin A11"
"ILMN_1685258",-0.904760968470594,8.71200113370588,-4.60374710458319,5.25260515721615e-05,0.00502159664353414,1.88482546780834,"TMEM14B","transmembrane protein 14B"
"ILMN_1685289",-0.552388885941176,8.03162618926471,-4.16073737697114,0.000194921676008836,0.0126881409542863,0.668064389053605,"RUSF1","RUS family member 1"
"ILMN_1685625",-1.1871681812353,10.6792681246765,-5.03457846687709,1.43646211933633e-05,0.00213096228443114,3.09147414301104,"UCP2","uncoupling protein 2"
"ILMN_1687592",-0.724743074058825,7.8700147317353,-4.15441128048791,0.000198562388908591,0.0128896679428275,0.650933297783983,"WWC3","WWC family member 3"
"ILMN_1687857",-1.37021216694118,8.18294220852941,-4.54541749769152,6.25195836620284e-05,0.00560343609401168,1.72294100281877,"ST6GALNAC4","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4"
"ILMN_1688240",-1.16311961305883,7.29231753788235,-4.45774032248053,8.11667880007025e-05,0.00674650300197242,1.48045933572298,"PHOSPHO1","phosphoethanolamine/phosphocholine phosphatase 1"
"ILMN_1688322",-1.503611127,11.5457624176765,-5.45664255774385,3.99049657891521e-06,0.0010350522074372,4.28473706887081,"ADIPOR1","adiponectin receptor 1"
"ILMN_1688622",-0.616140060352947,9.20967434917647,-3.96018529695023,0.000349190265721405,0.0194637584743628,0.129060613279345,"UBQLN1","ubiquilin 1"
"ILMN_1689552",0.692162565294112,10.3211229600588,4.18755798039859,0.000180199106216554,0.011971442347097,0.740781822921936,"MINDY1","MINDY lysine 48 deubiquitinase 1"
"ILMN_1690040",-1.07299245941176,7.22109231817647,-5.28350459619768,6.75365256923217e-06,0.0013716871267544,3.79452385188204,"TM7SF2","transmembrane 7 superfamily member 2"
